trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.8419791731684999, 'e': 0.17906614791149322}",20,8,25.965112509281347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8411376148446232, 'e': 0.17728440996987782}",25,0,41.603799169055655,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.8402968976584314, 'e': 0.17552040061699686}",25,17,-21.509207019395248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.8394570207692074, 'e': 0.17377394345044514}",25,15,-34.4470224468326,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.838617983337074, 'e': 0.17204486382305054}",20,8,19.436686009971478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.8377797845229938, 'e': 0.17033298882540943}",25,12,10.336684632228524,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.8369424234887681, 'e': 0.1686381472685955}",25,8,10.429991165528024,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.8361058993970355, 'e': 0.1669601696670407}",25,16,-15.130194011412232,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.835270211411272, 'e': 0.16529888822158653}",25,8,-30.214172353132117,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.8344353586957896, 'e': 0.16365413680270405}",20,7,20.077340056748977,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.8336013404157353, 'e': 0.16202575093388075}",30,12,18.34756328425626,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.832768155737091, 'e': 0.16041356777517274}",25,17,10.916711574998356,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8319358038266718, 'e': 0.15881742610692068}",20,11,13.387310659936928,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8311042838521256, 'e': 0.1572371663136276}",25,8,-5.724212352447141,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
186,False,"{'a': 0.8302735949819326, 'e': 0.1556726303679973}",30,0,-19.995278278581303,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
187,False,"{'a': 0.8294437363854039, 'e': 0.1541236618151314}",25,13,4.108693134196026,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8286147072326806, 'e': 0.15259010575688386}",20,16,7.25635497568639,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8277865066947336, 'e': 0.15107180883637084}",20,12,13.963527836257782,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8269591339433623, 'e': 0.14956861922263504}",30,6,39.91221459905304,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8261325881511938, 'e': 0.14808038659546244}",20,0,10.659649466581795,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.8253068684916823, 'e': 0.14660696213035015}",20,9,20.018397802697514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8244819741391082, 'e': 0.14514819848362373}",20,10,16.812600616701438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8236579042685769, 'e': 0.14370394977770293}",25,20,9.773950342710279,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8228346580560184, 'e': 0.1422740715865136}",25,17,15.016258423873253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8220122346781865, 'e': 0.140858420921045}",25,12,10.026740841901612,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.821190633312658, 'e': 0.13945685621505094}",25,9,-11.305130512920751,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.8203698531378311, 'e': 0.13806923731089282}",20,14,13.473013363065615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8195498933329256, 'e': 0.13669542544552385}",20,9,10.383677903395762,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8187307530779818, 'e': 0.1353352832366127}",25,4,-28.806099742884623,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
201,False,"{'a': 0.8179124315538594, 'e': 0.13398867466880493}",25,12,17.853396893270304,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8170949279422366, 'e': 0.13265546508012172}",30,21,13.597002329689214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8162782414256099, 'e': 0.13133552114849303}",20,15,11.285296802752297,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8154623711872927, 'e': 0.1300287108784259}",25,19,11.542433739082963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8146473164114145, 'e': 0.12873490358780423}",20,8,8.598837579328215,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.8138330762829207, 'e': 0.12745396989482075}",20,10,-23.592377534493803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.813019649987571, 'e': 0.12618578170503877}",30,2,38.728271793257555,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.812207036711939, 'e': 0.12493021219858241}",20,0,11.591158910160841,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.8113952356434114, 'e': 0.12368713581745483}",25,16,19.88256644009809,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8105842459701871, 'e': 0.1224564282529819}",30,21,5.4732202152756395,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.8097740668812763, 'e': 0.12123796643338168}",20,7,8.559994879896463,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.8089646975664998, 'e': 0.12003162851145673}",25,17,16.131570549068073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8081561372164884, 'e': 0.11883729385240965}",20,12,16.52199262639866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8073483850226815, 'e': 0.11765484302177918}",20,12,9.166428909137396,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8065414401773269, 'e': 0.11648415777349697}",20,10,18.27368382883237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8057353018734796, 'e': 0.11532512103806251}",30,18,-24.14375103991039,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.8049299693050015, 'e': 0.1141776169108365}",25,12,19.66167482702926,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8041254416665596, 'e': 0.11304153064044985}",20,12,12.81776675066726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8033217181536265, 'e': 0.11191674861732888}",25,13,20.044236834480632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8025187979624785, 'e': 0.11080315836233387}",20,8,20.063196667527023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8017166802901953, 'e': 0.10970064851551141}",25,15,19.608699978115368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8009153643346592, 'e': 0.10860910882495796}",25,10,-12.289019719295254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.8001148492945541, 'e': 0.10752843013579495}",20,5,26.341135432087015,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7993151343693651, 'e': 0.1064585043792528}",35,24,14.442664651073743,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7985162187593771, 'e': 0.10539922456186433}",25,19,11.154240636593581,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7977181016656743, 'e': 0.104350484754765}",20,8,7.959680391345924,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.7969207822901396, 'e': 0.1033121800831002}",20,13,12.348910977162307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7961242598354538, 'e': 0.10228420671553744}",20,14,11.36177934053663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.7953285335050939, 'e': 0.1012664618538834}",25,10,14.016464330676074,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.794533602503334, 'e': 0.1002588437228037}",20,15,2.494634098794343,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7937394660352427, 'e': 0.09926125155964566}",20,16,6.908922931175661,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,14,10.46686751582268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,13,22.372776956161417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,11,14.83137270336312,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",35,16,38.697067279138636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,20.201858543768004,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,12,12.70123855512703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,20,17.782355532739697,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,20,8.696410069932075,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,13,29.719193549562217,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,5,26.015143245968893,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,9,17.76742561732563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",35,21,28.232893579255794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,17,18.442373378256452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,15,11.655979647019059,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,7,23.71880055766815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,10,22.935742329286565,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,8,20.232280673927136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,20,9.271071247921626,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,18,12.303552200759142,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,3,39.37927218027447,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,8,22.5193320588161,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,16,5.848502189642127,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,18,14.91016173855573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,17,14.572839729749395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,14,20.224972282216783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,15,20.424750315650193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,10,26.465761919547592,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,7,25.27764816118368,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",35,20,27.90244074614387,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,19,12.720340356957688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
